user_id,skill_offered,skill_requested,experience_level,category,rating,interaction
U586,Python,Data Analysis,Intermediate,Programming,5,view
U12,UI/UX Design,Deep Learning,Advanced,Design,5,completed
U1,Node.js,JavaScript,Intermediate,Programming,3,completed
U574,UI/UX Design,Python,Intermediate,Design,5,completed
U443,SQL,Spring Boot,Beginner,Database,4,completed
U97,Power BI,JavaScript,Advanced,Analytics,5,completed
U571,Machine Learning,SQL,Intermediate,AI,3,request
U866,Excel,Data Analysis,Beginner,Analytics,3,view
U824,UI/UX Design,Java,Advanced,Design,4,completed
U293,Python,Excel,Advanced,Programming,4,view
U901,Java,Node.js,Advanced,Programming,5,request
U226,Deep Learning,Data Visualization,Beginner,AI,4,completed
U625,JavaScript,Figma,Intermediate,Programming,5,view
U724,Figma,Deep Learning,Intermediate,Design,4,request
U37,Data Analysis,JavaScript,Beginner,Analytics,3,request
U563,React,Machine Learning,Beginner,Programming,3,completed
U747,SQL,Excel,Intermediate,Database,4,view
U4,Data Visualization,Deep Learning,Intermediate,Analytics,5,completed
U514,Figma,Power BI,Advanced,Design,4,request
U72,Excel,Figma,Intermediate,Analytics,5,completed
U846,React,Excel,Intermediate,Programming,5,completed
U559,Data Analysis,Java,Advanced,Analytics,5,completed
U248,Machine Learning,Spring Boot,Intermediate,AI,3,request
U201,Data Visualization,Node.js,Beginner,Analytics,3,view
U262,Figma,Excel,Advanced,Design,4,request
U144,Java,Excel,Beginner,Programming,5,completed
U435,Node.js,Spring Boot,Advanced,Programming,4,view
U700,SQL,Java,Beginner,Database,3,completed
U315,SQL,UI/UX Design,Intermediate,Database,4,view
U162,React,Data Visualization,Advanced,Programming,5,completed
U824,React,Spring Boot,Beginner,Programming,3,completed
U551,Power BI,React,Intermediate,Analytics,5,completed
U689,Power BI,Spring Boot,Advanced,Analytics,3,view
U136,Data Analysis,SQL,Advanced,Analytics,3,completed
U959,Machine Learning,Node.js,Beginner,AI,4,completed
U892,Excel,Python,Beginner,Analytics,3,completed
U468,Data Visualization,Deep Learning,Intermediate,Analytics,5,completed
U456,Excel,Spring Boot,Beginner,Analytics,5,view
U477,JavaScript,Java,Advanced,Programming,4,completed
U263,Node.js,Excel,Advanced,Programming,4,request
U834,SQL,Data Analysis,Intermediate,Database,5,view
U1000,UI/UX Design,Deep Learning,Beginner,Design,3,request
U718,SQL,Data Analysis,Beginner,Database,5,request
U120,Excel,JavaScript,Intermediate,Analytics,5,completed
U795,Figma,UI/UX Design,Advanced,Design,3,request
U596,Data Analysis,SQL,Intermediate,Analytics,3,completed
U441,Java,Node.js,Beginner,Programming,4,completed
U281,Data Analysis,Machine Learning,Intermediate,Analytics,4,completed
U77,Machine Learning,JavaScript,Intermediate,AI,5,completed
U579,Figma,SQL,Advanced,Design,3,request
U45,Data Visualization,Power BI,Advanced,Analytics,3,view
U572,Node.js,Spring Boot,Intermediate,Programming,5,request
U49,Excel,UI/UX Design,Beginner,Analytics,4,request
U407,Node.js,Python,Beginner,Programming,5,request
U148,SQL,Java,Beginner,Database,4,completed
U252,Data Analysis,JavaScript,Beginner,Analytics,4,completed
U757,Excel,UI/UX Design,Advanced,Analytics,5,completed
U246,Python,Power BI,Intermediate,Programming,5,view
U78,Data Analysis,Spring Boot,Advanced,Analytics,5,view
U1000,Python,Figma,Advanced,Programming,3,view
U840,Spring Boot,Data Analysis,Intermediate,Programming,4,request
U400,Data Analysis,Machine Learning,Advanced,Analytics,3,completed
U546,Node.js,Excel,Beginner,Programming,4,view
U133,Node.js,Excel,Beginner,Programming,5,view
U605,Power BI,Python,Advanced,Analytics,3,completed
U124,JavaScript,Java,Advanced,Programming,5,request
U739,React,JavaScript,Intermediate,Programming,3,request
U228,UI/UX Design,Excel,Beginner,Design,3,view
U47,Data Visualization,Spring Boot,Advanced,Analytics,4,request
U513,Spring Boot,Data Analysis,Advanced,Programming,3,view
U568,Power BI,SQL,Beginner,Analytics,4,request
U52,Python,Node.js,Advanced,Programming,5,view
U592,UI/UX Design,Node.js,Beginner,Design,3,completed
U437,JavaScript,Figma,Beginner,Programming,5,completed
U395,UI/UX Design,JavaScript,Beginner,Design,5,request
U183,UI/UX Design,Excel,Advanced,Design,3,view
U295,Deep Learning,Figma,Intermediate,AI,5,request
U888,Node.js,Java,Advanced,Programming,3,completed
U840,Excel,Figma,Beginner,Analytics,3,completed
U40,React,Data Analysis,Intermediate,Programming,4,completed
U123,Power BI,JavaScript,Beginner,Analytics,5,completed
U202,Data Visualization,UI/UX Design,Intermediate,Analytics,3,completed
U313,Spring Boot,React,Advanced,Programming,3,request
U646,JavaScript,UI/UX Design,Beginner,Programming,4,view
U814,Machine Learning,Node.js,Beginner,AI,5,completed
U643,React,Python,Beginner,Programming,4,request
U343,React,Data Analysis,Beginner,Programming,3,completed
U228,Python,Java,Intermediate,Programming,5,request
U5,Python,React,Intermediate,Programming,4,request
U885,Machine Learning,SQL,Beginner,AI,5,completed
U682,Python,React,Advanced,Programming,3,request
U614,Spring Boot,JavaScript,Intermediate,Programming,4,completed
U589,Deep Learning,Excel,Advanced,AI,3,completed
U604,SQL,React,Intermediate,Database,5,completed
U780,UI/UX Design,Excel,Beginner,Design,4,request
U412,JavaScript,Deep Learning,Advanced,Programming,5,completed
U802,Spring Boot,JavaScript,Intermediate,Programming,5,view
U572,JavaScript,Deep Learning,Intermediate,Programming,5,view
U372,UI/UX Design,Figma,Beginner,Design,3,request
U879,JavaScript,UI/UX Design,Advanced,Programming,3,completed
U715,Excel,Java,Advanced,Analytics,5,view
U460,UI/UX Design,Figma,Advanced,Design,5,request
U688,Deep Learning,Machine Learning,Advanced,AI,4,completed
U798,UI/UX Design,Excel,Intermediate,Design,4,view
U223,Machine Learning,Figma,Advanced,AI,5,view
U532,Data Visualization,Spring Boot,Advanced,Analytics,5,completed
U575,JavaScript,Node.js,Advanced,Programming,5,completed
U413,Spring Boot,Excel,Beginner,Programming,4,view
U888,Excel,Power BI,Advanced,Analytics,4,completed
U432,Machine Learning,Deep Learning,Advanced,AI,5,completed
U396,Deep Learning,Data Analysis,Intermediate,AI,5,completed
U996,Figma,Data Visualization,Intermediate,Design,3,completed
U746,Node.js,Data Analysis,Beginner,Programming,5,completed
U525,SQL,Java,Beginner,Database,4,completed
U655,Python,SQL,Intermediate,Programming,4,request
U645,Power BI,Machine Learning,Beginner,Analytics,3,completed
U450,Data Analysis,UI/UX Design,Beginner,Analytics,5,completed
U153,Excel,Data Analysis,Beginner,Analytics,4,completed
U410,SQL,Excel,Advanced,Database,5,completed
U764,JavaScript,Data Visualization,Advanced,Programming,3,request
U359,Figma,Node.js,Advanced,Design,5,completed
U596,JavaScript,UI/UX Design,Advanced,Programming,4,request
U829,Power BI,JavaScript,Intermediate,Analytics,5,completed
U77,React,Power BI,Beginner,Programming,5,request
U155,Spring Boot,Node.js,Intermediate,Programming,5,completed
U288,UI/UX Design,Figma,Beginner,Design,3,view
U948,Deep Learning,Data Visualization,Intermediate,AI,3,request
U21,JavaScript,UI/UX Design,Intermediate,Programming,3,completed
U548,Spring Boot,Power BI,Beginner,Programming,4,completed
U923,Data Analysis,Machine Learning,Advanced,Analytics,5,request
U157,Data Analysis,Figma,Advanced,Analytics,3,completed
U947,Java,Figma,Intermediate,Programming,4,completed
U312,Node.js,Figma,Beginner,Programming,3,request
U325,Spring Boot,SQL,Advanced,Programming,4,view
U251,Python,Power BI,Intermediate,Programming,3,request
U59,Node.js,UI/UX Design,Intermediate,Programming,5,completed
U511,UI/UX Design,JavaScript,Intermediate,Design,5,request
U295,UI/UX Design,JavaScript,Intermediate,Design,3,view
U711,SQL,Node.js,Beginner,Database,5,view
U195,Data Analysis,Python,Beginner,Analytics,5,request
U53,Data Visualization,Python,Advanced,Analytics,4,completed
U136,Figma,Data Visualization,Advanced,Design,4,completed
U884,Python,SQL,Advanced,Programming,4,request
U162,React,Node.js,Intermediate,Programming,4,completed
U905,Deep Learning,UI/UX Design,Beginner,AI,5,request
U751,Python,Data Analysis,Advanced,Programming,5,request
U143,SQL,Node.js,Intermediate,Database,5,view
U74,JavaScript,SQL,Advanced,Programming,3,completed
U19,Machine Learning,Data Visualization,Intermediate,AI,4,completed
U63,React,Data Analysis,Advanced,Programming,4,view
U82,React,Deep Learning,Advanced,Programming,5,completed
U209,Excel,Data Visualization,Intermediate,Analytics,5,request
U131,Excel,Java,Beginner,Analytics,5,completed
U66,Data Analysis,JavaScript,Beginner,Analytics,4,completed
U286,Deep Learning,Power BI,Advanced,AI,3,completed
U715,UI/UX Design,SQL,Intermediate,Design,3,request
U495,UI/UX Design,Data Analysis,Advanced,Design,4,completed
U318,Excel,Figma,Beginner,Analytics,5,request
U956,Java,Machine Learning,Intermediate,Programming,3,request
U821,React,Power BI,Beginner,Programming,3,view
U651,SQL,Java,Advanced,Database,5,request
U523,Node.js,Deep Learning,Beginner,Programming,4,view
U209,Java,Data Analysis,Intermediate,Programming,5,completed
U637,SQL,Figma,Intermediate,Database,5,completed
U673,Machine Learning,React,Intermediate,AI,5,completed
U311,React,UI/UX Design,Beginner,Programming,5,completed
U408,Data Analysis,Excel,Advanced,Analytics,5,view
U602,Java,Excel,Intermediate,Programming,4,request
U16,Java,Data Analysis,Advanced,Programming,5,completed
U331,Java,Power BI,Beginner,Programming,4,request
U986,Data Visualization,Figma,Intermediate,Analytics,5,request
U58,Figma,Data Analysis,Intermediate,Design,5,view
U589,Python,SQL,Intermediate,Programming,3,completed
U71,Data Analysis,Excel,Beginner,Analytics,4,completed
U118,React,Node.js,Intermediate,Programming,5,request
U561,Node.js,Spring Boot,Beginner,Programming,5,completed
U998,Excel,Python,Beginner,Analytics,3,request
U784,SQL,Data Visualization,Beginner,Database,4,request
U928,Data Analysis,Data Visualization,Beginner,Analytics,4,view
U343,SQL,Deep Learning,Beginner,Database,3,completed
U392,Deep Learning,JavaScript,Beginner,AI,4,view
U139,Deep Learning,JavaScript,Intermediate,AI,4,completed
U117,Data Visualization,UI/UX Design,Beginner,Analytics,4,completed
U36,UI/UX Design,Node.js,Advanced,Design,4,request
U38,Power BI,Python,Beginner,Analytics,3,view
U470,Figma,SQL,Beginner,Design,5,view
U801,Figma,Power BI,Advanced,Design,3,view
U830,React,Python,Intermediate,Programming,5,completed
U179,Spring Boot,JavaScript,Advanced,Programming,3,request
U138,UI/UX Design,Excel,Beginner,Design,3,completed
U534,React,SQL,Beginner,Programming,5,completed
U332,Figma,Excel,Advanced,Design,3,completed
U800,Spring Boot,Data Visualization,Advanced,Programming,4,completed
U425,Power BI,UI/UX Design,Beginner,Analytics,5,request
U113,React,Spring Boot,Intermediate,Programming,4,completed
U843,Data Analysis,Python,Beginner,Analytics,3,request
U969,Figma,Power BI,Intermediate,Design,3,view
U886,Figma,SQL,Advanced,Design,3,completed
U744,React,Node.js,Beginner,Programming,5,request
U314,Figma,Data Analysis,Beginner,Design,4,completed
U219,Power BI,Excel,Advanced,Analytics,5,view
U483,Node.js,React,Intermediate,Programming,5,request
U585,Java,Power BI,Intermediate,Programming,4,view
U780,Data Analysis,SQL,Intermediate,Analytics,3,completed
U857,Spring Boot,Python,Intermediate,Programming,5,completed
U913,Data Analysis,Power BI,Beginner,Analytics,4,request
U690,Java,JavaScript,Advanced,Programming,4,view
U871,Node.js,React,Intermediate,Programming,5,request
U726,JavaScript,UI/UX Design,Intermediate,Programming,3,completed
U362,Machine Learning,Data Analysis,Advanced,AI,4,request
U275,React,UI/UX Design,Intermediate,Programming,5,request
U285,Java,Python,Advanced,Programming,3,completed
U45,UI/UX Design,Data Analysis,Advanced,Design,5,request
U209,Power BI,Machine Learning,Advanced,Analytics,5,request
U120,Data Analysis,Machine Learning,Beginner,Analytics,4,view
U173,Data Analysis,Java,Advanced,Analytics,4,view
U554,Data Visualization,Java,Advanced,Analytics,4,request
U12,Machine Learning,UI/UX Design,Intermediate,AI,5,completed
U671,Data Analysis,Power BI,Intermediate,Analytics,3,completed
U19,Node.js,Machine Learning,Advanced,Programming,5,request
U667,Data Analysis,Power BI,Advanced,Analytics,3,request
U105,Figma,Java,Advanced,Design,4,completed
U319,Figma,Power BI,Intermediate,Design,4,request
U345,Figma,Java,Intermediate,Design,5,completed
U628,Java,Power BI,Intermediate,Programming,3,request
U329,Power BI,Python,Beginner,Analytics,3,request
U524,Machine Learning,React,Intermediate,AI,5,view
U361,Spring Boot,UI/UX Design,Advanced,Programming,4,completed
U79,JavaScript,Machine Learning,Beginner,Programming,4,request
U338,Excel,React,Intermediate,Analytics,3,completed
U83,SQL,Python,Beginner,Database,4,completed
U723,Deep Learning,Python,Intermediate,AI,3,view
U429,Deep Learning,Power BI,Intermediate,AI,4,completed
U738,JavaScript,Python,Advanced,Programming,3,view
U840,Java,Excel,Intermediate,Programming,3,view
U266,Machine Learning,UI/UX Design,Advanced,AI,5,completed
U713,Figma,Data Analysis,Intermediate,Design,5,completed
U944,SQL,Node.js,Advanced,Database,5,request
U947,Spring Boot,Deep Learning,Advanced,Programming,3,completed
U312,Figma,Power BI,Beginner,Design,3,request
U732,Java,Data Analysis,Beginner,Programming,4,completed
U160,Java,Python,Advanced,Programming,3,completed
U251,Machine Learning,Power BI,Beginner,AI,5,completed
U581,Excel,Node.js,Beginner,Analytics,3,request
U563,Data Analysis,Java,Intermediate,Analytics,4,request
U3,Figma,SQL,Intermediate,Design,4,completed
U985,Java,Python,Advanced,Programming,5,request
U455,Data Visualization,Excel,Intermediate,Analytics,3,completed
U17,JavaScript,Machine Learning,Intermediate,Programming,3,completed
U207,Data Visualization,Figma,Beginner,Analytics,5,view
U791,Excel,SQL,Advanced,Analytics,5,request
U444,Spring Boot,Machine Learning,Beginner,Programming,4,completed
U762,Spring Boot,Power BI,Intermediate,Programming,3,completed
U518,Node.js,Data Analysis,Advanced,Programming,5,request
U474,SQL,React,Beginner,Database,3,completed
U692,Python,Excel,Intermediate,Programming,3,request
U102,UI/UX Design,Excel,Beginner,Design,5,completed
U761,React,Power BI,Beginner,Programming,5,request
U363,Python,Data Visualization,Advanced,Programming,3,completed
U833,SQL,Data Analysis,Intermediate,Database,3,view
U965,UI/UX Design,Data Visualization,Advanced,Design,4,request
U315,Data Analysis,Spring Boot,Intermediate,Analytics,4,completed
U932,Excel,Machine Learning,Intermediate,Analytics,4,request
U305,JavaScript,Machine Learning,Intermediate,Programming,3,completed
U668,Excel,React,Intermediate,Analytics,3,completed
U314,JavaScript,Machine Learning,Advanced,Programming,4,view
U903,JavaScript,Node.js,Beginner,Programming,4,completed
U87,Deep Learning,Machine Learning,Beginner,AI,5,completed
U294,Deep Learning,Data Visualization,Beginner,AI,5,view
U188,Python,Figma,Intermediate,Programming,5,view
U571,Python,Machine Learning,Intermediate,Programming,4,completed
U648,Spring Boot,Data Analysis,Beginner,Programming,5,completed
U18,Java,Power BI,Intermediate,Programming,3,request
U246,SQL,Data Analysis,Beginner,Database,3,completed
U104,React,Figma,Beginner,Programming,5,request
U191,Deep Learning,Python,Advanced,AI,4,completed
U741,UI/UX Design,Machine Learning,Beginner,Design,5,request
U839,Spring Boot,Deep Learning,Intermediate,Programming,3,view
U609,SQL,Deep Learning,Beginner,Database,4,request
U681,Excel,Data Visualization,Intermediate,Analytics,5,view
U365,Node.js,Machine Learning,Intermediate,Programming,4,completed
U867,Excel,SQL,Advanced,Analytics,4,completed
U258,Figma,Node.js,Beginner,Design,5,completed
U8,Power BI,Java,Beginner,Analytics,3,completed
U559,JavaScript,Data Visualization,Beginner,Programming,5,completed
U804,Deep Learning,Data Analysis,Advanced,AI,3,request
U654,Excel,Figma,Advanced,Analytics,5,completed
U188,Spring Boot,Deep Learning,Advanced,Programming,3,request
U933,Machine Learning,Deep Learning,Beginner,AI,5,completed
U447,Java,Figma,Intermediate,Programming,3,completed
U143,Deep Learning,Data Visualization,Advanced,AI,3,view
U540,Excel,Data Visualization,Beginner,Analytics,3,completed
U12,Data Visualization,Node.js,Intermediate,Analytics,3,request
U917,Power BI,Machine Learning,Intermediate,Analytics,5,completed
U960,Data Visualization,Excel,Intermediate,Analytics,5,completed
U491,UI/UX Design,Deep Learning,Advanced,Design,5,request
U801,Figma,Java,Beginner,Design,5,request
U375,Figma,Data Analysis,Intermediate,Design,4,request
U705,Figma,Python,Beginner,Design,3,view
U98,JavaScript,Data Visualization,Beginner,Programming,3,completed
U605,React,Java,Beginner,Programming,5,completed
U213,Node.js,Power BI,Intermediate,Programming,4,completed
U216,Java,JavaScript,Advanced,Programming,4,completed
U961,Node.js,Excel,Beginner,Programming,3,completed
U40,Data Analysis,Power BI,Advanced,Analytics,5,completed
U163,Spring Boot,Java,Intermediate,Programming,5,view
U25,Figma,Spring Boot,Beginner,Design,3,completed
U903,React,Power BI,Advanced,Programming,4,completed
U518,Node.js,SQL,Intermediate,Programming,5,view
U910,JavaScript,Node.js,Advanced,Programming,5,request
U792,SQL,Java,Beginner,Database,3,view
U516,Power BI,Machine Learning,Beginner,Analytics,4,completed
U953,Node.js,Machine Learning,Advanced,Programming,4,view
U155,Excel,UI/UX Design,Beginner,Analytics,4,request
U339,Power BI,Data Visualization,Beginner,Analytics,3,request
U745,Data Visualization,Figma,Intermediate,Analytics,4,completed
U706,Node.js,JavaScript,Advanced,Programming,4,request
U611,React,Figma,Intermediate,Programming,5,view
U554,SQL,Figma,Advanced,Database,5,completed
U984,JavaScript,Data Analysis,Beginner,Programming,4,request
U594,Machine Learning,Excel,Intermediate,AI,5,request
U366,Java,Machine Learning,Intermediate,Programming,3,request
U368,JavaScript,Deep Learning,Intermediate,Programming,4,completed
U889,React,Deep Learning,Advanced,Programming,5,request
U569,React,Python,Intermediate,Programming,4,completed
U98,React,Data Visualization,Advanced,Programming,3,completed
U474,UI/UX Design,Node.js,Beginner,Design,5,view
U513,JavaScript,Data Analysis,Intermediate,Programming,3,completed
U937,Node.js,React,Advanced,Programming,3,view
U323,UI/UX Design,Python,Advanced,Design,3,view
U799,Figma,Spring Boot,Intermediate,Design,4,view
U607,Deep Learning,Data Visualization,Advanced,AI,5,completed
U248,SQL,Machine Learning,Beginner,Database,3,request
U749,SQL,Machine Learning,Advanced,Database,4,completed
U667,Machine Learning,Java,Intermediate,AI,5,completed
U207,Machine Learning,Excel,Beginner,AI,4,request
U83,React,Data Visualization,Advanced,Programming,5,completed
U484,JavaScript,Data Visualization,Advanced,Programming,5,request
U425,Data Analysis,Machine Learning,Intermediate,Analytics,5,completed
U612,Excel,SQL,Beginner,Analytics,4,completed
U101,React,Excel,Beginner,Programming,4,request
U18,Data Analysis,Java,Intermediate,Analytics,4,completed
U830,Spring Boot,JavaScript,Beginner,Programming,3,completed
U566,SQL,Java,Beginner,Database,5,completed
U495,React,Java,Beginner,Programming,3,view
U372,React,Machine Learning,Beginner,Programming,5,completed
U304,Data Visualization,SQL,Advanced,Analytics,4,completed
U7,Data Visualization,Data Analysis,Intermediate,Analytics,4,request
U248,Machine Learning,Figma,Beginner,AI,5,completed
U856,Java,Deep Learning,Advanced,Programming,4,request
U680,SQL,Data Visualization,Beginner,Database,4,request
U509,Node.js,Deep Learning,Beginner,Programming,3,completed
U164,UI/UX Design,SQL,Advanced,Design,4,completed
U599,Data Analysis,Spring Boot,Beginner,Analytics,4,view
U201,UI/UX Design,Python,Intermediate,Design,5,completed
U810,Data Analysis,SQL,Intermediate,Analytics,3,completed
U794,Spring Boot,SQL,Intermediate,Programming,4,view
U167,Deep Learning,Python,Intermediate,AI,3,request
U872,React,Figma,Beginner,Programming,5,completed
U767,Data Visualization,Figma,Intermediate,Analytics,3,completed
U911,Machine Learning,Data Visualization,Advanced,AI,4,request
U35,UI/UX Design,JavaScript,Beginner,Design,4,request
U269,Figma,JavaScript,Beginner,Design,4,request
U456,Spring Boot,Java,Intermediate,Programming,3,completed
U822,Data Analysis,UI/UX Design,Advanced,Analytics,3,request
U542,Figma,Data Analysis,Intermediate,Design,5,completed
U188,SQL,Machine Learning,Intermediate,Database,5,request
U923,Python,Node.js,Beginner,Programming,4,request
U202,Figma,Python,Advanced,Design,3,completed
U273,UI/UX Design,Spring Boot,Beginner,Design,4,view
U407,React,Python,Beginner,Programming,3,completed
U783,Data Visualization,Power BI,Beginner,Analytics,4,request
U860,Figma,Java,Advanced,Design,3,completed
U631,Node.js,Java,Beginner,Programming,4,completed
U325,Power BI,UI/UX Design,Intermediate,Analytics,4,completed
U899,Data Visualization,Excel,Beginner,Analytics,3,completed
U878,Power BI,Data Visualization,Beginner,Analytics,5,completed
U414,SQL,Spring Boot,Beginner,Database,4,completed
U79,Deep Learning,UI/UX Design,Beginner,AI,5,request
U603,Excel,React,Intermediate,Analytics,5,completed
U212,Python,Figma,Advanced,Programming,3,completed
U646,Data Visualization,Figma,Beginner,Analytics,4,completed
U229,Power BI,Deep Learning,Intermediate,Analytics,5,completed
U708,Spring Boot,JavaScript,Intermediate,Programming,3,completed
U582,SQL,React,Advanced,Database,3,completed
U529,UI/UX Design,Java,Intermediate,Design,3,completed
U901,SQL,Python,Advanced,Database,3,completed
U61,React,Excel,Beginner,Programming,3,completed
U80,Excel,JavaScript,Advanced,Analytics,3,request
U26,SQL,Deep Learning,Beginner,Database,3,completed
U483,Data Analysis,JavaScript,Beginner,Analytics,5,completed
U877,Deep Learning,SQL,Advanced,AI,4,request
U644,UI/UX Design,Data Analysis,Beginner,Design,5,request
U680,React,Java,Beginner,Programming,5,request
U627,Machine Learning,SQL,Advanced,AI,3,completed
U712,Deep Learning,Data Analysis,Intermediate,AI,3,completed
U677,SQL,Spring Boot,Intermediate,Database,4,completed
U735,Power BI,Data Analysis,Beginner,Analytics,5,completed
U121,Spring Boot,Python,Beginner,Programming,5,view
U816,React,Java,Advanced,Programming,4,completed
U629,Deep Learning,Excel,Intermediate,AI,3,completed
U854,Machine Learning,Excel,Advanced,AI,5,completed
U298,React,Excel,Beginner,Programming,3,completed
U827,SQL,Excel,Advanced,Database,3,completed
U616,Figma,Spring Boot,Intermediate,Design,3,completed
U466,Python,Java,Beginner,Programming,5,completed
U577,Power BI,Node.js,Advanced,Analytics,4,request
U592,SQL,JavaScript,Intermediate,Database,3,request
U34,Deep Learning,Java,Intermediate,AI,4,completed
U436,Node.js,Power BI,Intermediate,Programming,5,completed
U38,Power BI,Python,Beginner,Analytics,3,completed
U184,Python,Java,Beginner,Programming,4,request
U143,Spring Boot,Python,Advanced,Programming,3,request
U460,Node.js,React,Intermediate,Programming,3,request
U695,SQL,React,Beginner,Database,5,completed
U908,Data Analysis,UI/UX Design,Beginner,Analytics,5,view
U6,Java,UI/UX Design,Intermediate,Programming,4,completed
U877,UI/UX Design,Python,Advanced,Design,5,completed
U176,React,Machine Learning,Intermediate,Programming,5,completed
U275,Node.js,JavaScript,Intermediate,Programming,4,request
U275,Node.js,React,Intermediate,Programming,3,request
U626,Machine Learning,Java,Intermediate,AI,3,request
U825,Power BI,Java,Beginner,Analytics,4,view
U406,Power BI,Python,Intermediate,Analytics,5,completed
U384,Python,Deep Learning,Intermediate,Programming,4,completed
U509,Java,Figma,Advanced,Programming,4,completed
U537,Power BI,Java,Intermediate,Analytics,5,completed
U263,JavaScript,SQL,Beginner,Programming,4,view
U628,Node.js,Deep Learning,Advanced,Programming,5,request
U880,Data Analysis,Python,Beginner,Analytics,3,view
U43,Java,Power BI,Intermediate,Programming,3,view
U547,Deep Learning,Figma,Beginner,AI,3,completed
U530,Excel,Java,Advanced,Analytics,4,completed
U9,Spring Boot,Data Analysis,Intermediate,Programming,5,request
U347,SQL,Power BI,Advanced,Database,4,request
U708,Node.js,Machine Learning,Advanced,Programming,3,view
U185,Machine Learning,React,Beginner,AI,3,completed
U961,Spring Boot,Deep Learning,Intermediate,Programming,4,request
U503,React,Power BI,Intermediate,Programming,5,request
U844,Java,Node.js,Beginner,Programming,4,completed
U568,Node.js,JavaScript,Beginner,Programming,3,view
U983,Machine Learning,React,Intermediate,AI,5,request
U93,Python,JavaScript,Advanced,Programming,3,completed
U38,Excel,Machine Learning,Advanced,Analytics,4,completed
U331,Power BI,UI/UX Design,Beginner,Analytics,5,view
U96,Power BI,Node.js,Intermediate,Analytics,4,view
U789,React,Node.js,Beginner,Programming,5,view
U661,JavaScript,UI/UX Design,Intermediate,Programming,5,completed
U495,Java,Figma,Beginner,Programming,3,view
U967,Data Analysis,Figma,Intermediate,Analytics,3,request
U723,Deep Learning,Power BI,Beginner,AI,5,completed
U300,Data Analysis,Python,Advanced,Analytics,5,request
U691,React,Power BI,Beginner,Programming,3,request
U850,Figma,Node.js,Beginner,Design,3,completed
U7,Java,Node.js,Beginner,Programming,4,request
U852,Power BI,Machine Learning,Advanced,Analytics,4,completed
U95,Data Visualization,SQL,Advanced,Analytics,5,request
U772,Figma,Spring Boot,Intermediate,Design,5,view
U279,Power BI,Python,Advanced,Analytics,4,view
U38,React,Power BI,Beginner,Programming,4,completed
U411,Python,Figma,Advanced,Programming,3,view
U362,Node.js,Data Analysis,Intermediate,Programming,5,completed
U965,Spring Boot,Machine Learning,Intermediate,Programming,5,completed
U858,Figma,Power BI,Beginner,Design,5,request
U402,Power BI,Data Analysis,Beginner,Analytics,4,request
U684,JavaScript,Excel,Beginner,Programming,5,completed
U420,Excel,Data Visualization,Beginner,Analytics,5,completed
U546,Excel,Data Analysis,Intermediate,Analytics,5,completed
U978,React,JavaScript,Intermediate,Programming,5,completed
U764,Data Visualization,Deep Learning,Intermediate,Analytics,5,view
U477,Spring Boot,Node.js,Intermediate,Programming,4,view
U639,Deep Learning,JavaScript,Beginner,AI,5,completed
U782,Machine Learning,Power BI,Intermediate,AI,4,completed
U442,Excel,JavaScript,Advanced,Analytics,5,completed
U918,React,Data Visualization,Advanced,Programming,5,request
U316,Data Visualization,Data Analysis,Intermediate,Analytics,4,request
U418,Power BI,Node.js,Advanced,Analytics,3,completed
U721,Spring Boot,SQL,Advanced,Programming,4,completed
U48,Spring Boot,Java,Advanced,Programming,5,request
U758,React,JavaScript,Intermediate,Programming,3,completed
U912,Excel,UI/UX Design,Beginner,Analytics,4,completed
U734,Excel,Figma,Beginner,Analytics,5,completed
U584,Node.js,Spring Boot,Beginner,Programming,4,request
U885,Python,Power BI,Advanced,Programming,5,completed
U156,Node.js,Spring Boot,Beginner,Programming,3,completed
U174,JavaScript,Figma,Advanced,Programming,4,completed
U556,JavaScript,React,Intermediate,Programming,4,view
U508,Deep Learning,Figma,Beginner,AI,5,request
U474,Excel,Node.js,Advanced,Analytics,4,request
U129,Excel,SQL,Advanced,Analytics,4,view
U414,Data Analysis,UI/UX Design,Advanced,Analytics,4,completed
U340,Machine Learning,JavaScript,Intermediate,AI,5,view
U514,Figma,Power BI,Advanced,Design,5,request
U752,Python,Figma,Advanced,Programming,5,completed
U266,Spring Boot,Excel,Advanced,Programming,5,request
U412,Python,Node.js,Beginner,Programming,4,view
U258,UI/UX Design,Deep Learning,Advanced,Design,3,view
U575,UI/UX Design,Figma,Intermediate,Design,3,view
U620,SQL,Spring Boot,Intermediate,Database,4,request
U82,Python,JavaScript,Beginner,Programming,3,view
U728,Java,Node.js,Beginner,Programming,4,request
U825,React,SQL,Intermediate,Programming,5,request
U445,Deep Learning,UI/UX Design,Beginner,AI,3,view
U542,Excel,Figma,Advanced,Analytics,5,completed
U246,Machine Learning,Data Analysis,Intermediate,AI,5,request
U936,Java,Spring Boot,Intermediate,Programming,4,view
U242,Spring Boot,Python,Beginner,Programming,3,completed
U91,Python,SQL,Intermediate,Programming,4,view
U589,Deep Learning,Data Visualization,Advanced,AI,5,completed
U91,Node.js,Machine Learning,Advanced,Programming,4,completed
U898,React,Java,Advanced,Programming,4,request
U258,React,Deep Learning,Beginner,Programming,4,completed
U860,JavaScript,Data Visualization,Beginner,Programming,5,completed
U764,Java,Deep Learning,Intermediate,Programming,4,request
